Phoneme	SegmentClass	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	lenis	raisedLarynxEjective	loweredLarynxImplosive	click	Representation
mbz	consonant	-	-	-	-	+	+,-,-	-,-,+	0,-,+	-	-	-	+,-,-	-	+,+,-	-	-	-,-,+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
mbɾ	consonant	-	-	-	-	+	+,-,+	-,-,+	-	-,-,+	-,-,+	-	+,-,-	-	+,+,-	-	-	-,-,+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
mbʲ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-,-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.001840942562592047
mbʷ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-,-,+	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.005522827687776142
mbː	consonant	-	-	-	-,+	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
mbˠ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-,-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
mp	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.013622974963181149
mpf	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0003681885125184094
mpfʼ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	+	-	-,+	-	0	0	0	-	0	0	0	0	0	-	-	+,-	-	-	-,+	-	-	-,+	-	-	0.0003681885125184094
mpɾ	consonant	-	-	-	-	+	+,-,+	-,-,+	-	-,-,+	-,-,+	-	+,-,-	-	+,+,-	-	-	-,-,+	+	-	-	-	0	0	0	0	0	-	-	+,-,+	-	-	-	-	-	-	-	-	0.0003681885125184094
mpʰ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+,-	-	-,+	-	-	-	-	-	-	0.004050073637702504
mpʲ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-,-,+	+	-	+	-	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0007363770250368188
mpʷ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-,-,+	-	-	0	0	0	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0003681885125184094
mpʼ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+,-	-	-	-,+	-	-	-,+	-	-	0.0003681885125184094
mv	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	+	-	-,+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
mw	consonant	-	-	-	-	+,-	+	-,+	0	-,+	-	-	+,-	-	+	-,+	-	-	0	0	0	-,+	+	-	-	+	+	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
mɓ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-,+	-	0.0007363770250368188
mɦ	consonant	-	-	-	-	+,-	+,-	-,+	+	-	-	-	+,-	-	+,-	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-,+	-	-	-	-	-	-	0.0003681885125184094
mɾ	consonant	-	-	-	-	+	+	-,+	0	-,+	-,+	-	+,-	-	+,-	-	-	-,+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
mʱ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0022091310751104565
mʲ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.022827687776141383
mʲː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
mʷ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-,+	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.025036818851251842
mʷː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	+	-,+	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
mʷˠ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-,+	-	-	0	0	0	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0011045655375552283
mʷˠː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	+	-,+	-	-	0	0	0	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
mʼ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-	0.0007363770250368188
mˀ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-	0.002577319587628866
mː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.03424153166421208
mˑ	consonant	-	-	+	+	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
mˠ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
mˤ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0011045655375552283
mˤː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
m̤	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.009572901325478646
m̤b̤	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0007363770250368188
m̤b̤v̤	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	+	-	-,+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
m̤pʰ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+,-	-	+	-	-	-	-	-	-	0.0003681885125184094
m̤ʱ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
m̥	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.026509572901325478
m̥m	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-,+	-	-	-	-	-	-	-	-	0.0003681885125184094
m̥p	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
m̥ʰ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-	0.0003681885125184094
m̥ʲ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0007363770250368188
m̥ʲː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
m̥ʷ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-,+	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
m̥ː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
m̩	consonant	-	+	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.007731958762886598
m̰	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-	0.008836524300441826
m̼	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	+	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
m͈ː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	+	-	-	-	-	0.0003681885125184094
m͉	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	+	-	-	-	0.0003681885125184094
n	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.7893961708394698
nb	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-,+	-	-	+,-	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
nd	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.10346097201767304
ndl	consonant	-	-	-	-	+	+,-,+	-,-,+	-	-,-,+	-	-	+,-,-	-,-,+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ndr	consonant	-	-	-	-	+	+,-,+	-,-,+	-	-,-,+	-	-,-,+	+,-,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.001840942562592047
ndz	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.02687776141384389
ndzʲ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	+	-	-,+	-,-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ndzʷ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-,-,+	+	-	+	+	-	-,+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
ndɾ	consonant	-	-	-	-	+	+,-,+	-,-,+	-	-,-,+	-,-,+	-	+,-,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
ndʑ	consonant	-	-	-	-	+	+,-,-	-,-,+	0,-,+	-	-	-	+,-,-	-	-	0	0	+	+	-,-,+	-,-,+	-,-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.006995581737849779
ndʲ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	-	-	-,-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0033136966126656848
ndʷ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-,-,+	+	-	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.002577319587628866
ndː	consonant	-	-	-	-,+	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
nd̪	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	-,+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
nd͇z͇	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
nh	consonant	-	-	-	-	+,-	+,-	-,+	+	-	-	-	+,-	-	-	0	0	+,-	+	-	-	-	0	0	0	0	0	-	-	+,-	-	-,+	-	-	-	-	-	-	0.0007363770250368188
nl	consonant	-	-	-	-	+	+	-,+	0	-,+	-	-	+,-	-,+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
nr	consonant	-	-	-	-	+	+	-,+	0	-,+	-	-,+	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
ns	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	-	0	0	+	+	-	-,+	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.007363770250368188
nsɾ	consonant	-	-	-	-	+	+,-,+	-,+,+	+	-,-,+	-,-,+	-	+,-,-	-	-	0	0	+	+	-	-,+,-	-	0	0	0	0	0	-	-	+,-,+	-	-	-	-	-	-	-	-	0.0003681885125184094
nsʰ	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	-	0	0	+	+	-	-,+	-	0	0	0	0	0	-	-	+,-	-	-,+	-	-	-	-	-	-	0.0003681885125184094
nsʷ	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	-,-,+	+	-	+	+	-	-,+	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0011045655375552283
nt	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.015095729013254787
ntlʼ	consonant	-	-	-	-	+	+,-,+	-,-,+	-	-,-,+	-	-	+,-,-	-,-,+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+,-,-	-	-	-,-,+	-	-	-,-,+	-	-	0.0003681885125184094
nts	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0033136966126656848
ntsʰ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	+	-	-,+	-	0	0	0	0	0	-	-	+,-	-	-,+	-	-	-	-	-	-	0.002577319587628866
ntsʼ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	+	-	-,+	-	0	0	0	0	0	-	-	+,-	-	-	-,+	-	-	-,+	-	-	0.0007363770250368188
ntɕ	consonant	-	-	-	-	+	+,-,-	-,-,+	0,-,+	-	-	-	+,-,-	-	-	0	0	+	+	-,-,+	-,-,+	-,-,+	+	-	+	-	0	-	-	+,-,-	-	-	-	-	-	-	-	-	0.0003681885125184094
ntɕʰ	consonant	-	-	-	-	+	+,-,-	-,-,+	0,-,+	-	-	-	+,-,-	-	-	0	0	+	+	-,-,+	-,-,+	-,-,+	+	-	+	-	0	-	-	+,-,-	-	-,-,+	-	-	-	-	-	-	0.0011045655375552283
ntɾ	consonant	-	-	-	-	+	+,-,+	-,-,+	-	-,-,+	-,-,+	-	+,-,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+,-,+	-	-	-	-	-	-	-	-	0.0003681885125184094
ntʰ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+,-	-	-,+	-	-	-	-	-	-	0.0033136966126656848
ntʷ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-,-,+	+	-	+	+	-	-	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0011045655375552283
ntʼ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+,-	-	-	-,+	-	-	-,+	-	-	0.0003681885125184094
nt͇s͇ʰ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+,-	-	-,+	-	-	-	-	-	-	0.0003681885125184094
nz	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	-	0	0	+	+	-	-,+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.017304860088365244
nzɾ	consonant	-	-	-	-	+	+,-,+	-,+,+	+	-,-,+	-,-,+	-	+,-,-	-	-	0	0	+	+	-	-,+,-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
nzʷ	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	-,-,+	+	-	+	+	-	-,+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
nð	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	-	0	0	+	+	-,+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
nɗ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-,+	-	0.0011045655375552283
nɟ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+,-	-,+	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
nɡ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+,-	+	-	-	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0014727540500736377
nɡɾ	consonant	-	-	-	-	+	+,-,+	-,-,+	-	-,-,+	-,-,+	-	+,-,-	-	-	0	0	+,-,+	+	-	-	-,+,-	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
nɦ	consonant	-	-	-	-	+,-	+,-	-,+	+	-	-	-	+,-	-	-	0	0	+,-	+	-	-	-	0	0	0	0	0	-	-	+	-	-,+	-	-	-	-	-	-	0.0003681885125184094
nɬ	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-,+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0003681885125184094
nɮ	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-,+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
nɾ	consonant	-	-	-	-	+	+	-,+	0	-,+	-,+	-	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
nʱ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0022091310751104565
nʲ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0195139911634757
nʲː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
nʲˑ	consonant	-	-	+	+	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
nʷ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-,+	+	-	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.011782032400589101
nʷʲ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-,+	+	-	+	+	-	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
nʼ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-	0.0007363770250368188
nˀ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-	0.002577319587628866
nː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.03276877761413844
nˑ	consonant	-	-	+	+	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
nˠ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0011045655375552283
nˤ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
nˤː	consonant	-	-	-	+	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
n̠	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.016936671575846832
n̠d̠	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0014727540500736377
n̠d̠ʒ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	-	+	-,+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.04823269513991164
n̠d̠ʒʷ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-,-,+	+	-	+	-	+	-,+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
n̠t̠	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0003681885125184094
n̠t̠ʃ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	-	+	-,+	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.007363770250368188
n̠t̠ʃɾ	consonant	-	-	-	-	+	+,-,+	-,-,+	+	-,-,+	-,-,+	-	+,-,-	-	-	0	0	+	-,-,+	+,+,-	-,+,-	-	0	0	0	0	0	-	-	+,-,+	-	-	-	-	-	-	-	-	0.0003681885125184094
n̠t̠ʃʰ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	-	+	-,+	-	0	0	0	0	0	-	-	+,-	-	-,+	-	-	-	-	-	-	0.0022091310751104565
n̠t̠ʃʷ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-,-,+	+	-	+	-	+	-,+	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0003681885125184094
n̠t̠ʃʼ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	-	+	-,+	-	0	0	0	0	0	-	-	+,-	-	-	-,+	-	-	-,+	-	-	0.0007363770250368188
n̠ʃ	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	-	0	0	+	-	+	-,+	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.001840942562592047
n̠ʃʷ	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	-,-,+	+	-	+	-	+	-,+	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0003681885125184094
n̠ʒ	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	-	0	0	+	-	+	-,+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0014727540500736377
n̠ʲ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	+	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
n̠̤	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
n̠̤d̠̤ʒ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	-	+	-,+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
n̠̥	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0007363770250368188
n̠̥t̠ʃ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	-	+	-,+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
n̠̩d̠ʒ	consonant	-	+,-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	-	+	-,+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
n̤	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.004786450662739323
n̤d̤	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0007363770250368188
n̤d̤z̤	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	+	-	-,+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
n̤d̤ɮ̤	consonant	-	-	-	-	+	+,-,-	-,-,+	0,-,+	-	-	-	+,-,-	-,-,+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0007363770250368188
n̤s	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	-	0	0	+	+	-	-,+	-	0	0	0	0	0	-	-	+,-	-	+,-	-	-	-	-	-	-	0.0003681885125184094
n̤tʰ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+,-	-	+	-	-	-	-	-	-	0.0003681885125184094
