Phoneme	SegmentClass	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	lenis	raisedLarynxEjective	loweredLarynxImplosive	click
i̯ɛi	vowel	-	-,+,+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-,+	-	+	-	+,-,+	-	-	+	-	-	-	0	0	-	-	0
u̯æi	vowel	-	-,+,+	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-,+,-	-,+,+	+,-,-	+	-	-	+	-	-	-	0	0	-	-	0
u̯ɛi	vowel	-	-,+,+	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-	-,+,+	+,-,-	+,-,+	-	-	+	-	-	-	0	0	-	-	0
ãi̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	+,-	-	-	0	0	-	0	0	0	+	-,+	+,-	-,+	-	+	-	-	+	-	-	-	0	0	-	-	0
ãõ	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-,+	+	-	-	0	0	0	+	-	+,-	-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
ãu̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	+,-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
ẽi̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	+,-	-	-	0	0	-	0	0	0	+	-,+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
õi̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	+,-	-	+,-	+	-	-	0	0	0	+	-,+	-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0
s̺̠	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ʆ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ʆʼ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-
ʓ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ỹː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
ø̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
ø̃ː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
r̺ʲ	consonant	-	-	-	-	+	+	+	0	+	-	+	-	-	-	0	0	+	+	-	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
œ̞ɛ̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-	0	+	-	-	-	-	+	-	-	-	0	0	-	-	0
o̞̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	0	+	-	+	-	-	-	0	0	-	-	0
ɑ̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	+	0	+	-	+	-	-	-	0	0	-	-	0
ɯ̙	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	+	+	+	-	+	-	-	-	0	0	-	-	0
ɯ̙i̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-,+	+,-	+	+,-	-	+	-	-	-	0	0	-	-	0
u̯ɛ	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	-,+	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0
ɔu̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	-	-	+	-,+	-	-	+	-	-	-	0	0	-	-	0
əi̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	-,+	-	-,+	-	-	+	-	-	-	0	0	-	-	0
əu̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	-	-	-,+	-,+	-	-	+	-	-	-	0	0	-	-	0
ɨi̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-,+	-	+	-	-	+	-	-	-	0	0	-	-	0
ɨɛ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	-,+	-	+,-	-	-	+	-	-	-	0	0	-	-	0
d̥ʒ̥	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
d̺̥z̺̥	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
t̺s̺ʰ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-
t̺s̺ʼ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-
ɔ̜̃ː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	+	0	-	-	0	0	0	+	-	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0
qˤ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	0	-,+	-	-	-	-	-	-	-	-	-	-
t̪ɬ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	+,-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
t̪ɬʼ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	+,-	-	-	0	0	0	0	0	-	-	-	-	-	-,+	-	-	-,+	-	-
yø	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
ɔʏ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	-	-,+	+,-	-	-	-	+	-	-	-	0	0	-	-	0
i̯e̞	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
ɯi̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0
ɯ̯ɤ̞	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
ɤˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
æ̰	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	+	0	0	-	-	0
ɑ̝ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	0	-	+	0	-	-	+	-	-	-	0	0	-	-	0
ɞ̰	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	+	0	0	-	-	0
æːi	vowel	-	+	-	+,-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
ts̺	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ts̻	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
əĩ	vowel	-	+	-	-	-	+	+	0	+	-	-	-,+	-	-	0	0	-	0	0	0	+	-,+	-	-,+	-	-,+	-	-	+	-	-	-	0	0	-	-	0
əũ	vowel	-	+	-	-	-	+	+	0	+	-	-	-,+	-	-,+	+	-	-	0	0	0	+	-,+	-	-	-,+	-,+	-	-	+	-	-	-	0	0	-	-	0
ĩɛ̃ː	vowel	-	+	-	-,+	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	+,-	-	+	-	+,-	-	-	+	-	-	-	0	0	-	-	0
uɔː	vowel	-	+	-	-,+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	-	+	+,-	-	-	+	-	-	-	0	0	-	-	0
ũɔ̃ː	vowel	-	+	-	-,+	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+,-	-	-	+	+,-	-	-	+	-	-	-	0	0	-	-	0
æɪ̯	vowel	-	+,-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	+	-	-	-	-	+	-	-	-	0	0	-	-	0
æ̃ɪ̯̃	vowel	-	+,-	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-,+	+,-	+	-	-	-	-	+	-	-	-	0	0	-	-	0
ɔ̃ʊ̯̃	vowel	-	+,-	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	-,+	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0
ɕʰ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	+	+	-	+	-	0	-	-	-	-	+	-	-	-	-	-	-
iø	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	+,-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
uɑ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	-,+	-	+,-	+	-	-	0	0	0	+	+,-	-,+	-	+	+	-	-	+	-	-	-	0	0	-	-	0
yɛ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	+	-	+,-	-	-	+	-	-	-	0	0	-	-	0
æɛ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+,-	+	-	-	-	-	+	-	-	-	0	0	-	-	0
d̠ʓʷ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-,-,+	+	-	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
tʷʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-
t̠ʆʷ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-,-,+	+	-	+	-	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ʆʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	-	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ʆʷʼ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	-	+	-	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-
ʓʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ʔʷʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-
ʔʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-
yu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
øu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-,+	-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
t̺s̺ː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ntɕʰ	consonant	-	-	-	-	+	+,-,-	-,-,+	0,-,+	-	-	-	+,-,-	-	-	0	0	+	+	-,-,+	-,-,+	-,-,+	+	-	+	-	0	-	-	+,-,-	-	-,-,+	-	-	-	-	-	-
t̻s̪̻	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
s̻̠	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ʊ̈i	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+	-	-,+	-	-,+	-	-	+	-	-	-	0	0	-	-	0
ʊ̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	0	-	-	+	-	-	-	+	-	-	-	0	0	-	-	0
ɑy	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	-,+	+,-	+	-	-	+	-	-	-	0	0	-	-	0
ɑɯ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
ʌy	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	-	-,+	+,-	-,+	-	-	+	-	-	-	0	0	-	-	0
ʌɯ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	-	+	-,+	-	-	+	-	-	-	0	0	-	-	0
rʰ	consonant	-	-	-	-	+	+	+	0	+	-	+	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-
ŋʰ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	-
ãũ	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-,+	+	-	-	0	0	0	+	-,+	+,-	-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
ã̈	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	0	-	-	0
n̪̺	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɬ̪̺	consonant	-	-	-	-	+	-	+	+	-	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ɞː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	0	-	-	0
ɯ̽ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	0	-	-	0	0	-	-	+	-	-	-	0	0	-	-	0
ɶ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	0	-	-	0
ɶː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	0	-	-	0
ɟʝ̞	consonant	-	-	-	-	-	+	-	0	+	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
ɾ̞	consonant	-	-	-	-	+	+	+	0	+	0	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
o̟ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	+	-	-	-	0	0	-	-	0
u̞ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	0	-	-	+	-	-	-	0	0	-	-	0
ɑ̟ˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	0	0	-	-	+	-	-	-	0	0	-	-	0
ɑ̟̝	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	0	-	0	0	-	-	+	-	-	-	0	0	-	-	0
ɔa	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-	-,+	-	+,-	-	-	-	+	-	-	-	0	0	-	-	0
ɛa	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-,+	+,-	-	-	-	-	+	-	-	-	0	0	-	-	0
ʉu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
ɹ̥	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ɵ̟	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	0	-	+	-	-	+	-	-	-	0	0	-	-	0
ĩ̯	vowel	-	-	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
aːu	vowel	-	+	-	+,-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
ɮ̺	consonant	-	-	-	-	+	-	+	+	-	-	-	-	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɪu	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	+,-	-,+	-,+	-	-	+	-	-	-	0	0	-	-	0
ʡˤ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	-	0	0	0	0	0	-,+	-	-	+	-	-	-	-	-	-	-
o̞̜ː	vowel	-	+	-	+	-	+	+	0	+	-	-	-	-	+	0	-	-	0	0	0	+	-	-	-	+	0	-	-	+	-	-	-	0	0	-	-	0
ə̞̆	vowel	-	+	+	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	+	-	-	-	0	0	-	-	0
ɫ̻	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	+	-	-	-	+	0	-	-	+	-	-	-	-	-	-	-	-
ɾ̻	consonant	-	-	-	-	+	+	+	0	+	+	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
dz̺	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɔ̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	0	-	+	-	-	-	+	-	-	-	0	0	-	-	0
i˞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	+	+	+	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
uəi	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-	-,-,+	+,-,-	+,-,+	-	-	+	-	-	-	0	0	-	-	0
yˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
æˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	+	-	0	-	-	+	-	-	-	0	0	-	-	0
øˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
ɑˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	+	0	-	-	+	-	-	-	0	0	-	-	0
ɯˑ	vowel	-	+	+	+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
d̻ʑ̻	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	+	-,+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
d̻̤ʑ̻̤	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	+	-,+	-,+	+	-	+	-	0	-	-	+	-	+	-	-	-	-	-	-
l̪̤	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-
t̻ɕ̻	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	+	-,+	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
t̻ɕ̻ʰ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	+	-,+	-,+	+	-	+	-	0	-	-	-	-	-,+	-	-	-	-	-	-
qχʰː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	0	-	-	-	-	+	-	-	-	-	-	-
tɬʰː	consonant	-	-	-	-,+	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-,+	-	-	-	-	-	-
ʃʼː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-
χʼː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	0	-	-	-	-	-	+	-	-	+	-	-
ĩ̞	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	+	-	+	-	0	-	-	+	-	-	-	0	0	-	-	0
ʋʲ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	+	-	+	-	0	0	0	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
e̯ä	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-,+	+,-	-	+	-	-	+	-	-	-	0	0	-	-	0
o̯ä	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-	-,+	-	+,-	+	-	-	+	-	-	-	0	0	-	-	0
ɫ̺	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	+	-	-	-	+	0	-	-	+	-	-	-	-	-	-	-	-
uo̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+,-	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
yæ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-,+	+	-	+	-	-	+	-	-	-	0	0	-	-	0
d̺ʒ̺	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
t̺ʃ̺	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	-	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ɫː	consonant	-	-	-	+	+	+	+	0	+	-	-	-	+	-	0	0	+	+	-	-	+	-	-	-	+	0	-	-	+	-	-	-	-	-	-	-	-
ʒ̺	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	-	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɪ̯ä	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-,+	+,-	-	-	-	-	+	-	-	-	0	0	-	-	0
ɪ̯ɔ	vowel	-	-,+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	+,-	-	+,-	-,+	-	-	-	+	-	-	-	0	0	-	-	0
i̯ai	vowel	-	-,+,+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-,+	-,+,-	+,-,+	-	+	-	-	+	-	-	-	0	0	-	-	0
i̯au	vowel	-	-,+,+	-	-	-	+	+	0	+	-	-	-	-	-,-,+	+	-	-	0	0	0	+	+,-,+	-,+,-	+,-,-	-,-,+	+	-	-	+	-	-	-	0	0	-	-	0
i̯aː	vowel	-	-,+	-	-,+	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-,+	+,-	-	+	-	-	+	-	-	-	0	0	-	-	0
i̯oi	vowel	-	-,+,+	-	-	-	+	+	0	+	-	-	-	-	-,+,-	+	-	-	0	0	0	+	+,-,+	-	+,-,+	-,+,-	+	-	-	+	-	-	-	0	0	-	-	0
i̯oː	vowel	-	-,+	-	-,+	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	+,-	-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
i̯uaː	vowel	-	-,+,+	-	-,-,+	-	+	+	0	+	-	-	-	-	-,+,-	+	-	-	0	0	0	+	+,+,-	-,-,+	+,-,-	-,+,-	+	-	-	+	-	-	-	0	0	-	-	0
i̯ui	vowel	-	-,+,+	-	-	-	+	+	0	+	-	-	-	-	-,+,-	+	-	-	0	0	0	+	+	-	+,-,+	-,+,-	+	-	-	+	-	-	-	0	0	-	-	0
i̯uː	vowel	-	-,+	-	-,+	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	+,-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
u̯ai	vowel	-	-,+,+	-	-	-	+	+	0	+	-	-	-	-	+,-,-	+	-	-	0	0	0	+	+,-,+	-,+,-	-,-,+	+,-,-	+	-	-	+	-	-	-	0	0	-	-	0
u̯aː	vowel	-	-,+	-	-,+	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-,+	-	+,-	+	-	-	+	-	-	-	0	0	-	-	0
ã̈ː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	-	-	0	0	-	-	0
ã̤̈ː	vowel	-	+	-	+	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	+	-	0	0	-	-	0
ä̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	+	-	0	0	-	-	0
